gebouw_leeftijd_nmr;contractduur_dagen_atl;contractduur_jaren_atl;postcode3_cde;reden_vertrek_nam;CBSwijk_cde;CBSbuurt_cde;operationele_bestemming_cde;type_eigenaar_cde;huurklasse_cde;asbestrisico_cde;klant_contracten_vanaf_2010_atl;gebouw_mutaties_vanaf_2010_atl;overig_onderhoud_huidige_contract_periode_bdg;renobeter_huidige_contract_periode_bdg;preDV_cde;voorgaande_mutatiekosten_bdg;renobeter_klasse;voorgaande_mutatiekosten_klasse;contractduur_jaren_klasse;gebouw_leeftijd_klasse;DV_cde
61;945;3;106;Opzegging i.v.m. overlijden;WK036385;3630385;SH;Eigenaar;400-600;nee;2;7;206.87;0.00;nvt;0.00;0-500;0;0-3;e. 51-75;nee
61;826;2;106;Verhuizing;WK036385;3630385;SH;Eigenaar;400-600;ja;1;5;4478.33;206.05;nvt;2287.26;3000+;1000-2500;0-3;e. 51-75;nee
61;2256;6;106;Huuropzegging ivm woonfraude;WK036385;3630385;SH;Eigenaar;tot 400;nee;3;8;1093.79;300.16;nvt;0.00;500-1500;0;4-10;e. 51-75;nee
61;4353;12;106;Opzegging i.v.m. overlijden;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;11-20;e. 51-75;ja
61;2437;7;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;48;3;45.39;0.00;nvt;0.00;0-500;0;4-10;e. 51-75;nee
61;3705;10;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
61;3196;8;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
61;2939;8;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;ja;1;6;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;nee
61;3573;10;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;6;193.31;3685.03;nvt;0.00;3000+;0;4-10;e. 51-75;nee
61;1625;4;106;Verhuizing;WK036385;3630385;SH;Eigenaar;600-800;ja;1;5;919.05;373.01;nvt;0.00;500-1500;0;4-10;e. 51-75;nee
61;3590;9;106;Verhuizing;WK036385;3630385;SH;Eigenaar;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;4-10;e. 51-75;ja
70;14609;40;109;Verhuizing;WK036355;3630555;Koop;VVE-HUUR;tot 400;ja;1;3;0.00;0.00;nvt;0.00;0;0;30+;e. 51-75;nee
70;8216;23;109;Verkoop zittende huurder;WK036355;3630555;Koop;VVE-HUUR;tot 400;ja;1;1;0.00;0.00;CAT 2;0.00;0;0;21-30;e. 51-75;nee
70;2788;8;109;Verhuizing;WK036355;3630555;Koop;VVE-HUUR;tot 400;ja;1;5;0.00;281.40;CAT 4;0.00;0-500;0;4-10;e. 51-75;nee
70;3926;10;109;Huuropzegging ivm woonfraude;WK036355;3630555;Koop;VVE-HUUR;tot 400;ja;1;4;127.84;1050.00;nvt;0.00;500-1500;0;4-10;e. 51-75;nee
70;12903;36;109;Verhuizing;0;0;Koop;Eigenaar;tot 400;nee;1;2;0.00;0.00;CAT 2;0.00;0;0;30+;e. 51-75;ja
11;1007;3;108;Verhuizing;WK036351;3630551;SH;VVE-HUUR;600-800;nee;1;5;0.00;0.00;nvt;0.00;0;0;0-3;b. 11-25;ja
11;2871;8;108;Verhuizing;WK036351;3630551;SH;VVE-HUUR;tot 400;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;3911;11;108;Verhuizing;WK036351;3630551;SH;VVE-HUUR;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;11-20;b. 11-25;ja
11;3697;10;101;Verhuizing;WK036305;3630005;SH;VVE-HUUR;tot 400;nee;1;2;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;3136;9;101;Verhuizing;WK036305;3630005;SH;VVE-HUUR;tot 400;nee;2;4;388.49;113.95;nvt;0.00;500-1500;0;4-10;b. 11-25;nee
11;3202;9;101;Verhuizing;WK036305;3630005;SH;VVE-HUUR;tot 400;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;1054;3;101;Opzegging i.v.m. overlijden;WK036305;3630005;SH;VVE-HUUR;600-800;nee;1;7;0.00;9.73;nvt;2712.71;0-500;2500+;0-3;b. 11-25;nee
11;3576;10;101;Opzegging i.v.m. overlijden;WK036305;3630005;SH;VVE-HUUR;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;60;0;101;Verhuizing;WK036305;3630005;SH;VVE-HUUR;600-800;nee;1;6;0.00;0.00;nvt;0.00;0;0;0-3;b. 11-25;ja
11;3602;10;101;Opzegging i.v.m. overlijden;WK036305;3630005;SH;VVE-HUUR;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;3267;9;101;Verhuizing;WK036305;3630005;SH;VVE-HUUR;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;3299;9;101;Verhuizing;WK036305;3630005;SH;VVE-HUUR;tot 400;nee;4;4;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;3625;10;101;Verhuizing;WK036305;3630005;SH;VVE-HUUR;tot 400;nee;2;7;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;3317;9;101;Opzegging i.v.m. overlijden;WK036305;3630005;SH;VVE-HUUR;tot 400;nee;2;6;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;2720;7;101;Verhuizing;WK036305;3630005;SH;VVE-HUUR;tot 400;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;2798;8;108;Woningruil;WK036351;3630551;SH;VVE-HUUR;tot 400;nee;1;2;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
10;3625;9;108;Opzegging i.v.m. overlijden;WK036390;3630490;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2965;8;108;Opzegging i.v.m. overlijden;WK036390;3630490;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;3365;9;108;Opzegging i.v.m. overlijden;WK036390;3630490;SH;Eigenaar;tot 400;nee;3;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2853;7;108;Huuropzegging ivm woonfraude;WK036390;3630490;SH;Eigenaar;tot 400;nee;3;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2303;6;108;Verhuizing;WK036390;3630490;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;1926;5;108;Verhuizing;WK036390;3630490;SH;Eigenaar;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;nee
10;2764;7;108;Opzegging i.v.m. overlijden;WK036390;3630490;SH;Eigenaar;tot 400;nee;3;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2816;7;108;Verhuizing;WK036390;3630490;SH;Eigenaar;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2416;6;108;Verhuizing;WK036390;3630490;SH;Eigenaar;tot 400;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2840;7;108;Opzegging i.v.m. overlijden;WK036390;3630490;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2568;7;108;Opzegging i.v.m. overlijden;WK036390;3630490;SH;Eigenaar;tot 400;nee;3;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
11;2597;8;108;Verhuizing;WK036390;3630490;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;3298;9;108;Verhuizing;WK036390;3630490;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;2556;7;108;Opzegging i.v.m. overlijden;WK036390;3630490;SH;Eigenaar;tot 400;nee;1;2;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;2512;7;108;Verhuizing;WK036390;3630490;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;3140;9;108;Verhuizing;WK036390;3630490;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
11;2769;7;108;Opzegging i.v.m. overlijden;WK036390;3630490;SH;Eigenaar;tot 400;nee;1;4;46.75;950.55;nvt;0.00;500-1500;0;4-10;b. 11-25;ja
11;3442;10;108;Opzegging i.v.m. overlijden;WK036390;3630490;SH;Eigenaar;tot 400;nee;3;3;0.00;0.00;nvt;0.00;0;0;4-10;b. 11-25;ja
120;4011;11;107;Huuropzegging ivm woonfraude;0;0;Koop;VVE-HUUR;tot 400;ja;1;4;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 75+;nee
92;6924;19;107;Verhuizing;0;0;Koop;VVE-HUUR;tot 400;ja;2;4;0.00;0.00;nvt;0.00;0;0;11-20;e. 75+;nee
92;8462;23;107;Opzegging i.v.m. overlijden;0;0;Koop;VVE-HUUR;tot 400;ja;1;6;0.00;0.00;nvt;0.00;0;0;21-30;e. 75+;nee
92;8135;22;107;Verhuizing;0;0;Koop;VVE-HUUR;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;21-30;e. 75+;ja
91;7259;20;107;Opzegging i.v.m. overlijden;0;0;Koop;VVE-HUUR;tot 400;ja;1;3;0.00;0.00;nvt;0.00;0;0;11-20;e. 75+;nee
108;4145;12;105;Verhuizing;0;0;Koop;VVE-HUUR;tot 400;ja;1;3;0.00;0.00;nvt;0.00;0;0;11-20;e. 75+;nee
109;4771;13;105;Verkoop zittende huurder;0;0;Koop;VVE-HUUR;tot 400;ja;1;1;0.00;0.00;CAT 2;0.00;0;0;11-20;e. 75+;nee
10;2037;6;108;Verhuizing;WK036351;3630551;VSH;EXT.BEHEER;800+;nee;4;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;1729;5;108;Verhuizing;WK036351;3630551;VSH;EXT.BEHEER;800+;nee;5;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;1661;5;108;Verhuizing;WK036351;3630551;VSH;EXT.BEHEER;800+;nee;4;7;2484.87;10.42;nvt;0.00;1500-3000;0;4-10;a. 0-10;nee
10;1835;5;108;Verhuizing;WK036351;3630551;VSH;EXT.BEHEER;800+;nee;4;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;975;3;108;Verhuizing;WK036351;3630551;VSH;EXT.BEHEER;800+;nee;4;7;422.86;10.42;nvt;294.48;0-500;0-500;0-3;a. 0-10;ja
10;1480;5;108;Verhuizing;WK036351;3630551;VSH;EXT.BEHEER;800+;nee;5;7;660.29;10.42;nvt;0.00;500-1500;0;4-10;a. 0-10;ja
10;2512;7;108;Huuropzegging ivm woonfraude;WK036351;3630551;VSH;EXT.BEHEER;800+;nee;4;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;815;2;108;Verhuizing;WK036351;3630551;VSH;EXT.BEHEER;800+;nee;4;11;0.00;0.00;nvt;327.10;0;0-500;0-3;a. 0-10;ja
10;640;2;108;Verhuizing;WK036351;3630551;VSH;EXT.BEHEER;800+;nee;4;11;0.00;10.42;nvt;0.00;0-500;0;0-3;a. 0-10;ja
10;41;0;108;Onbekend;WK036351;3630551;VSH;EXT.BEHEER;tot 400;nee;1666;11;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;3227;9;108;Verhuizing;WK036351;3630551;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1154;3;108;Verhuizing;WK036351;3630551;SH;Eigenaar;400-600;nee;1;5;36.85;0.00;nvt;0.00;0-500;0;0-3;a. 0-10;nee
9;1949;5;108;Verhuizing;WK036351;3630551;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2710;7;108;Verhuizing;WK036351;3630551;SH;Eigenaar;tot 400;nee;1;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1173;4;108;Verhuizing;WK036351;3630551;SH;Eigenaar;400-600;nee;1;7;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1187;3;108;Verhuizing;WK036351;3630551;SH;Eigenaar;400-600;nee;2;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
9;1857;5;108;Verhuizing;WK036351;3630551;SH;Eigenaar;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;49;0;108;Verhuizing;WK036351;3630551;SH;Eigenaar;400-600;nee;6;4;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;559;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;7;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;725;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1;7;0.00;205.72;nvt;5154.36;0-500;2500+;0-3;a. 0-10;nee
9;488;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;488;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;488;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;488;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;488;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;488;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;600-800;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;488;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;488;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;600-800;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;516;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;600-800;nee;1224;5;126.05;0.00;nvt;0.00;0-500;0;0-3;a. 0-10;nee
9;516;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;516;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;7;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;880;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;600-800;nee;1;7;521.02;205.72;nvt;1476.20;500-1500;1000-2500;0-3;a. 0-10;ja
9;516;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;7;149.07;0.00;nvt;0.00;0-500;0;0-3;a. 0-10;ja
9;26;0;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1;7;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;516;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;516;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;516;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;516;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;516;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;5;106.25;0.00;nvt;0.00;0-500;0;0-3;a. 0-10;nee
9;516;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;600-800;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;516;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;516;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;400-600;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;516;2;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;600-800;nee;1224;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;nee
9;2206;6;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2724;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2206;6;108;Onbekend;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2724;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2206;6;108;Onbekend;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2724;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2206;6;108;Onbekend;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2724;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2206;6;108;Onbekend;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2724;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2206;6;108;Onbekend;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2724;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2206;6;108;Onbekend;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2724;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2206;6;108;Onbekend;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2724;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2206;6;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2724;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2206;6;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2724;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2206;6;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2724;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2206;6;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2724;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2368;6;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;653;2;108;Huuropzegging ivm woonfraude;WK036351;3630551;SH;EXT.BEHEER;600-800;nee;1;6;210.36;205.72;nvt;1179.75;0-500;1000-2500;0-3;a. 0-10;nee
9;3339;9;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2155;6;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;2927;8;108;Opzegging i.v.m. overlijden;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;326;1;108;Opzegging i.v.m. overlijden;WK036351;3630551;SH;EXT.BEHEER;600-800;nee;1;6;0.00;-0.09;nvt;968.00;onbekend;500-1000;0-3;a. 0-10;ja
9;2789;7;108;Opzegging i.v.m. overlijden;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1792;5;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1761;5;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2;6;1251.48;0.00;nvt;0.00;500-1500;0;4-10;a. 0-10;nee
9;3215;8;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;tot 400;nee;2;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;1526;4;108;Verhuizing;WK036351;3630551;SH;EXT.BEHEER;600-800;nee;2;7;267.36;0.00;nvt;0.00;0-500;0;4-10;a. 0-10;nee
10;926;2;105;Opzegging i.v.m. overlijden;WK036387;3630387;SH;VVE-HUUR;600-800;nee;1;5;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
10;2929;8;105;Opzegging i.v.m. overlijden;WK036387;3630387;SH;VVE-HUUR;tot 400;nee;1;5;55.10;286.60;nvt;0.00;0-500;0;4-10;a. 0-10;nee
10;2306;6;105;Verhuizing;WK036387;3630387;SH;VVE-HUUR;tot 400;nee;3;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;1639;5;105;Verhuizing;WK036387;3630387;SH;VVE-HUUR;800+;nee;3;8;2346.95;10.20;nvt;0.00;1500-3000;0;4-10;a. 0-10;nee
10;1298;3;105;Opzegging i.v.m. overlijden;WK036387;3630387;SH;VVE-HUUR;400-600;nee;6;6;0.00;286.60;nvt;642.38;0-500;500-1000;0-3;a. 0-10;nee
10;3367;10;105;Verhuizing;WK036387;3630387;SH;VVE-HUUR;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
9;632;2;105;Opzegging i.v.m. overlijden;WK036387;3630387;SH;VVE-HUUR;600-800;nee;1;6;0.00;0.00;nvt;617.10;0;500-1000;0-3;a. 0-10;ja
10;3053;9;105;Opzegging i.v.m. overlijden;WK036387;3630387;SH;VVE-HUUR;tot 400;nee;2;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2899;8;105;Opzegging i.v.m. overlijden;WK036387;3630387;SH;VVE-HUUR;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2303;6;105;Huuropzegging ivm woonfraude;WK036387;3630387;SH;EXT.BEHEER;600-800;nee;3;6;0.00;432.51;nvt;0.00;0-500;0;4-10;a. 0-10;nee
10;3403;9;105;Opzegging i.v.m. overlijden;WK036387;3630387;SH;EXT.BEHEER;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2387;6;105;Verhuizing;WK036387;3630387;SH;EXT.BEHEER;tot 400;nee;2;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2910;8;105;Verhuizing;WK036387;3630387;SH;EXT.BEHEER;tot 400;nee;4;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;1869;5;106;Verhuizing;WK036385;3630385;SH;VVE-HUUR;400-600;nee;1;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;3526;9;106;Woningruil;WK036385;3630385;SH;VVE-HUUR;tot 400;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;1972;6;106;Verhuizing;WK036385;3630385;SH;VVE-HUUR;tot 400;nee;25112;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2379;6;106;Verhuizing;WK036385;3630385;SH;VVE-HUUR;tot 400;nee;2;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;1797;5;106;Verhuizing;WK036385;3630385;MSH;VVE-HUUR;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;nee
10;2599;7;106;Woningruil;WK036385;3630385;VSH;VVE-HUUR;tot 400;nee;2;4;135.84;433.65;nvt;0.00;500-1500;0;4-10;a. 0-10;nee
10;3360;9;106;Verhuizing;WK036385;3630385;SH;VVE-HUUR;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2455;6;106;Verhuizing;WK036385;3630385;MSH;VVE-HUUR;tot 400;nee;3;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;466;1;106;Verhuizing;WK036385;3630385;MSH;VVE-HUUR;800+;nee;2;11;0.00;0.00;nvt;0.00;0;0;0-3;a. 0-10;ja
10;364;1;106;Verhuizing;WK036385;3630385;MSH;VVE-HUUR;800+;nee;2;11;0.00;19.51;nvt;682.56;0-500;500-1000;0-3;a. 0-10;nee
8;2793;7;106;Verhuizing;WK036385;3630385;SH;VVE-HUUR;tot 400;nee;1;6;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
8;1918;5;106;Verhuizing;WK036385;3630385;SH;VVE-HUUR;tot 400;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
8;1768;4;106;Opzegging i.v.m. overlijden;WK036385;3630385;SH;VVE-HUUR;tot 400;nee;3;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
8;2826;7;106;Verhuizing;WK036385;3630385;SH;VVE-HUUR;tot 400;nee;3;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
8;1688;4;106;Verhuizing;WK036385;3630385;SH;VVE-HUUR;tot 400;nee;2;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
8;2641;7;106;Verhuizing;WK036385;3630385;SH;VVE-HUUR;tot 400;nee;3;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2005;6;106;Ontruiming ivm hennep;WK036385;3630385;VSH;VVE-HUUR;tot 400;nee;2;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;560;2;106;Opzegging i.v.m. overlijden;WK036385;3630385;SH;VVE-HUUR;400-600;nee;1;6;0.00;37.99;nvt;1476.20;0-500;1000-2500;0-3;a. 0-10;nee
10;3483;10;106;Verhuizing;WK036385;3630385;MSH;VVE-HUUR;tot 400;nee;3;2;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2182;6;106;Opzegging i.v.m. overlijden;WK036385;3630385;SH;VVE-HUUR;tot 400;nee;1;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2145;6;106;Verhuizing;WK036385;3630385;MSH;VVE-HUUR;tot 400;nee;1;4;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;3268;8;106;Verhuizing;WK036385;3630385;SH;VVE-HUUR;tot 400;nee;25112;5;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
10;2610;7;106;Ontruiming huurachterstand;WK036385;3630385;SH;VVE-HUUR;tot 400;nee;1;6;573.99;439.61;nvt;0.00;500-1500;0;4-10;a. 0-10;nee
10;3411;10;106;Opzegging i.v.m. overlijden;WK036385;3630385;MSH;VVE-HUUR;tot 400;nee;4;3;0.00;0.00;nvt;0.00;0;0;4-10;a. 0-10;ja
